,username,text,query,hashtags,is_road_closed
3296,Kim.   Belknap,morning.    calfire.,LACoFDPIO,[],0
3297,CALIFORNIA PIO,"rt cal_fire ""#tickfire off tick canyon rd and summit knoll rd, canyon country in los angeles county is 4,615 acres and 25% contained. lead agency: 
lacofdpio https: twitter.com/lacofdpio/status/1188093770014658560 …""",LACoFDPIO,['TickFire'],0
3298,CAL FIRE,"#tickfire off tick canyon rd and summit knoll rd, canyon country in los angeles county is 4,615 acres and 25% contained. lead agency: 
@lacofdpio https: twitter.com/lacofdpio/status/1188093770014658560 …",LACoFDPIO,['TickFire'],0
3299,Jimmy The Elbow,so all road closures will be lifted but it still says mandatory evacuations for certain areas.  thats a little confusing.,LACoFDPIO,[],0
3300,"Long Time Caller, First Time Listener",i used to live in agua dulce.,LACoFDPIO,[],0
3301,Ridge Route Preservation Organization,probably russ connelly. he runs the wine page on my https: socalregion.com  site.,CaltransDist7,[],0
3302,California History,"we had someone from your group, or who is very interested in the ridge route, at our meeting. he is also a friend of joel, who is our president.",CaltransDist7,[],0
3303,Ridge Route Preservation Organization,i have not yet attended a meeting. tough for me to do from san diego.,CaltransDist7,[],0
3304,California History,was it you who attended our chapter meeting in loomis a month ago?,CaltransDist7,[],0
3305,Caltrans District 7,all lanes and connectors have reopened. @chpsouthernhttps: twitter.com/caltransdist7/status/1191053661922680832 …,CaltransDist7,[],0
3306,Ridge Route Preservation Organization,i take it you know joel windmiller then. he is a friend of mine. known him since about 1996 or so. im the president of the ridge route preservation organization.,CaltransDist7,[],0
3307,California History,"thanks for the follow! im the vp for the california lincoln highway association, as well. perhaps we will be able to work together to recognize and promote these historic highways throughout our state.",CaltransDist7,[],0
3308,Ridge Route Preservation Organization,the #ridgeroute is one of the most important roads in #california #history as it helped keep us as one state. it needs help in keeping it alive and open to the public! read more on http: ridgeroute.org  @freewaysla @lacopublicworks @caltransdist7 @cahistory @pitsenberger,CaltransDist7,"['RidgeRoute', 'California', 'history']",0
3309,Caltrans District 7,"closures underway now for a police investigation:

-sb 110 at rte 91; # 2, 3, 4 lanes closed.
-sb 110 to rte 405 connectors are closed.
-wb 91 to sb 110 connector is closed.
-eb 91 to sb 110 connector is closed.
duration unknown. #latraffic http: quickmap.dot.ca.gov pic.twitter.com/eo2e1etgvy",CaltransDist7,['LAtraffic'],0
3310,Ridge Route Preservation Organization,probably russ connelly. he runs the wine page on my https: socalregion.com  site.,CaltransDist7,[],0
3311,California History,"we had someone from your group, or who is very interested in the ridge route, at our meeting. he is also a friend of joel, who is our president.",CaltransDist7,[],0
3312,Ridge Route Preservation Organization,i have not yet attended a meeting. tough for me to do from san diego.,CaltransDist7,[],0
3313,California History,was it you who attended our chapter meeting in loomis a month ago?,CaltransDist7,[],0
3314,Caltrans District 7,all lanes and connectors have reopened. @chpsouthernhttps: twitter.com/caltransdist7/status/1191053661922680832 …,CaltransDist7,[],0
3315,Ridge Route Preservation Organization,i take it you know joel windmiller then. he is a friend of mine. known him since about 1996 or so. im the president of the ridge route preservation organization.,CaltransDist7,[],0
3316,California History,"thanks for the follow! im the vp for the california lincoln highway association, as well. perhaps we will be able to work together to recognize and promote these historic highways throughout our state.",CaltransDist7,[],0
3317,Ridge Route Preservation Organization,the #ridgeroute is one of the most important roads in #california #history as it helped keep us as one state. it needs help in keeping it alive and open to the public! read more on http: ridgeroute.org  @freewaysla @lacopublicworks @caltransdist7 @cahistory @pitsenberger,CaltransDist7,"['RidgeRoute', 'California', 'history']",0
3318,Caltrans District 7,"closures underway now for a police investigation:

-sb 110 at rte 91; # 2, 3, 4 lanes closed.
-sb 110 to rte 405 connectors are closed.
-wb 91 to sb 110 connector is closed.
-eb 91 to sb 110 connector is closed.
duration unknown. #latraffic http: quickmap.dot.ca.gov pic.twitter.com/eo2e1etgvy",CaltransDist7,['LAtraffic'],0
3319,Jen,thank you @caltransdist7   ongoing and frustrating issue with significant impact when out.  glad this is happening.,CaltransDist7,[],0
3320,Rosario lopez-regla,is 14 sb now open?,CaltransDist7,[],0
3321,trQth,"you forced pg&e to spend its capital on green energy instead of spending capital to address the safety of the electric grid. now your blame @pge4me. @gavinnewsom is clearly the fault of this!

@realdonaldtrump @avery1776 @adjunctprofessr",CaltransDist7,[],0
3322,Old Mill Eatery & Smokehouse,great welcome to our third world state good job gavin,CaltransDist7,[],0
3323,renee messiha,thank you for this info.,CaltransDist7,[],0
3324,Sheila,"i am so pissedpg&e at it again.   this is the second outage i have had in three weeks.  our wind here in eldorado hills is 
3mph.. not sure where the gushes of wind are.  i feel we are living in a 3rd world country.  we pay high taxes and i blame dictator newsom and pg&e",CaltransDist7,[],0
3325,Santa Clarita City,14 freeway is open in both directions,CaltransDist7,[],0
3326,Caltrans District 7,evening.,CaltransDist7,[],0
3327,renee messiha,dies anyone know the status of the sb14 freeway going to topangacyn?,CaltransDist7,[],0
3328,Kim.   Belknap,evening.    caltrans.   seven,CaltransDist7,[],0
3329,Multi Stream Media,"traffic light
out?                                              treat as stop sign #poweroutage",CaltransDist7,['poweroutage'],0
3330,Thomas J Thias / Clean Energy Retort™ 517-749-0532,"insider/

best to all of you in california power restricted zones...
psa/ 
use your #automotive #electricfueledvehicle as a mobile, #dispatchable #energystorage back-up power supply!
via | @youtube / @transportevolve
https: m.youtube.com/watch?v=adqk4ijzjxs …

using my #chevyvolt 
(fig1/2/3/4)pic.twitter.com/ond0e7jup4",CaltransDist7,"['Automotive', 'ElectricFueledVehicle', 'Dispatchable', 'EnergyStorage', 'ChevyVolt']",0
3331,Jen,thank you @caltransdist7   ongoing and frustrating issue with significant impact when out.  glad this is happening.,CaltransDist7,[],0
3332,Rosario lopez-regla,is 14 sb now open?,CaltransDist7,[],0
3333,trQth,"you forced pg&e to spend its capital on green energy instead of spending capital to address the safety of the electric grid. now your blame @pge4me. @gavinnewsom is clearly the fault of this!

@realdonaldtrump @avery1776 @adjunctprofessr",CaltransDist7,[],0
3334,Old Mill Eatery & Smokehouse,great welcome to our third world state good job gavin,CaltransDist7,[],0
3335,renee messiha,thank you for this info.,CaltransDist7,[],0
3336,Sheila,"i am so pissedpg&e at it again.   this is the second outage i have had in three weeks.  our wind here in eldorado hills is 
3mph.. not sure where the gushes of wind are.  i feel we are living in a 3rd world country.  we pay high taxes and i blame dictator newsom and pg&e",CaltransDist7,[],0
3337,Santa Clarita City,14 freeway is open in both directions,CaltransDist7,[],0
3338,Caltrans District 7,evening.,CaltransDist7,[],0
3339,renee messiha,dies anyone know the status of the sb14 freeway going to topangacyn?,CaltransDist7,[],0
3340,Kim.   Belknap,evening.    caltrans.   seven,CaltransDist7,[],0
3341,Multi Stream Media,"traffic light
out?                                              treat as stop sign #poweroutage",CaltransDist7,['poweroutage'],0
3342,Thomas J Thias / Clean Energy Retort™ 517-749-0532,"insider/

best to all of you in california power restricted zones...
psa/ 
use your #automotive #electricfueledvehicle as a mobile, #dispatchable #energystorage back-up power supply!
via | @youtube / @transportevolve
https: m.youtube.com/watch?v=adqk4ijzjxs …

using my #chevyvolt 
(fig1/2/3/4)pic.twitter.com/ond0e7jup4",CaltransDist7,"['Automotive', 'ElectricFueledVehicle', 'Dispatchable', 'EnergyStorage', 'ChevyVolt']",0
3343,Caltrans District 7,"i-5 pavement rehab project in #santaclarita #castaic #la

here are the planned closures tonight (tue. night/wed. morning, oct. 15-16) 

the schedule is weather-permitting & subject to change. for more information on this #caltrans project, see http: bit.ly/2nlzl4h pic.twitter.com/nlwxod4kmk",CaltransDist7,"['SantaClarita', 'Castaic', 'LA', 'Caltrans']",0
3344,Desmond Shaw,a wreck cleared in commerce on the #5fwy south but a pretty tough tuesday hard on the brakes from east la to slauson and then a little better to valley view before you’re in the clear #knxtraffic #latraffic @knx1070 @caltransdist7 https: knx1070.radio.com/traffic pic.twitter.com/ivkbe1zidp,CaltransDist7,"['5fwy', 'KNXTraffic', 'LATraffic']",0
3345,Brian Douglas,#woodlandhills eb #101fwy just past winnetka small fire just off the fwy has your drive slow topanga canyon. @knx1070 #knxtraffic @fondoknxtraffic @caltransdist7 pic.twitter.com/kfw8risb2z,CaltransDist7,"['WoodlandHills', '101fwy', 'knxtraffic']",0
3346,Desmond Shaw,"not great but could be worse on the #91fwy east leaving compton: sluggish from avalon to lakewood and again shuffling thru the 605. artesia is better than usual, too #knxtraffic #latraffic @knx1070 @caltransdist7 https: knx1070.radio.com/traffic pic.twitter.com/kmqskf1o0g",CaltransDist7,"['91fwy', 'KNXTraffic', 'LATraffic']",0
3347,Brian Douglas,sb #405fwy at olympic injury crash just cleared to the right shoulder but expect a jammed drive out of the #sepulvedapass. @knx1070 #knxtraffic @caltransdist7 pic.twitter.com/kkfratgej0,CaltransDist7,"['405fwy', 'SepulvedaPass', 'knxtraffic']",0
3348,Brian Douglas,#southla sb #110fwy before gage injury crash just moved to the rt shoulder.  your slow drive starts at the 10 thru gage. @knx1070 #knxtraffic @fondoknxtraffic @caltransdist7 pic.twitter.com/e7ogvgxjph,CaltransDist7,"['SouthLA', '110fwy', 'knxtraffic']",0
3349,Andrew Yip,@caltransdist7 tell your director to beat it. https: twitter.com/prinzrob/status/1184133243311771648 …,CaltransDist7,[],0
3350,Caltrans District 7,"i-10 hov @caltransdist7 construction update in @westcovinacity  for tues., oct. 15. allow extra time to reach your destination. work is weather dependent and subject to change. check http: quickmap.dot.ca.gov  for latest road conditions. drive safe. #beworkzonealert. @cityofsandimaspic.twitter.com/tnttfbpcfb",CaltransDist7,['BeWorkZoneAlert'],0
3351,Brian Douglas,#westla nb #405fwy just before santa monica blvd motorcycle crash has the carpool ln blocked adding to a really tough drive off the 105! @knx1070 #knxtraffic @caltransdist7 pic.twitter.com/ucvjjjmzjc,CaltransDist7,"['WestLA', '405fwy', 'knxtraffic']",1
3352,Desmond Shaw,a crash cleared on the #91fwy east in cerritos but it’s a terrible trip hard on the brakes from lakewood to carmenita...westbound suffers from carmenita thru the 710. artesia is still decent! #knxtraffic #latraffic @knx1070 @caltransdist7 https: knx1070.radio.com/traffic pic.twitter.com/ytjvdi8gcb,CaltransDist7,"['91fwy', 'KNXTraffic', 'LATraffic']",0
3353,Brian Douglas,#commerce nb #710fwy past washington blvd a big rig and a pick up missing a tire block your rt ln with a jammed drive (pictured) from the 105.  use atlantic as your alt. @knx1070 #knxtraffic @caltransdist7 pic.twitter.com/mp8uf9fpme,CaltransDist7,"['Commerce', '710fwy', 'knxtraffic']",0
3354,Desmond Shaw,slow moving monday on the #91fwy east leaving comptonriding the brakes from avalon to the 605. artesia blvd is ok! #knxtraffic #latraffic @knx1070 @caltransdist7 https: knx1070.radio.com/traffic pic.twitter.com/b2nmkwffvz,CaltransDist7,"['91fwy', 'KNXTraffic', 'LATraffic']",0
3355,Caltrans District 7,"i-5 pavement rehab project in #santaclarita #castaic #la

here are the planned closures tonight (tue. night/wed. morning, oct. 15-16) 

the schedule is weather-permitting & subject to change. for more information on this #caltrans project, see http: bit.ly/2nlzl4h pic.twitter.com/nlwxod4kmk",CaltransDist7,"['SantaClarita', 'Castaic', 'LA', 'Caltrans']",0
3356,Desmond Shaw,a wreck cleared in commerce on the #5fwy south but a pretty tough tuesday hard on the brakes from east la to slauson and then a little better to valley view before you’re in the clear #knxtraffic #latraffic @knx1070 @caltransdist7 https: knx1070.radio.com/traffic pic.twitter.com/ivkbe1zidp,CaltransDist7,"['5fwy', 'KNXTraffic', 'LATraffic']",0
3357,Brian Douglas,#woodlandhills eb #101fwy just past winnetka small fire just off the fwy has your drive slow topanga canyon. @knx1070 #knxtraffic @fondoknxtraffic @caltransdist7 pic.twitter.com/kfw8risb2z,CaltransDist7,"['WoodlandHills', '101fwy', 'knxtraffic']",0
3358,Desmond Shaw,"not great but could be worse on the #91fwy east leaving compton: sluggish from avalon to lakewood and again shuffling thru the 605. artesia is better than usual, too #knxtraffic #latraffic @knx1070 @caltransdist7 https: knx1070.radio.com/traffic pic.twitter.com/kmqskf1o0g",CaltransDist7,"['91fwy', 'KNXTraffic', 'LATraffic']",0
3359,Brian Douglas,sb #405fwy at olympic injury crash just cleared to the right shoulder but expect a jammed drive out of the #sepulvedapass. @knx1070 #knxtraffic @caltransdist7 pic.twitter.com/kkfratgej0,CaltransDist7,"['405fwy', 'SepulvedaPass', 'knxtraffic']",0
3360,Brian Douglas,#southla sb #110fwy before gage injury crash just moved to the rt shoulder.  your slow drive starts at the 10 thru gage. @knx1070 #knxtraffic @fondoknxtraffic @caltransdist7 pic.twitter.com/e7ogvgxjph,CaltransDist7,"['SouthLA', '110fwy', 'knxtraffic']",0
3361,Andrew Yip,@caltransdist7 tell your director to beat it. https: twitter.com/prinzrob/status/1184133243311771648 …,CaltransDist7,[],0
3362,Caltrans District 7,"i-10 hov @caltransdist7 construction update in @westcovinacity  for tues., oct. 15. allow extra time to reach your destination. work is weather dependent and subject to change. check http: quickmap.dot.ca.gov  for latest road conditions. drive safe. #beworkzonealert. @cityofsandimaspic.twitter.com/tnttfbpcfb",CaltransDist7,['BeWorkZoneAlert'],0
3363,Brian Douglas,#westla nb #405fwy just before santa monica blvd motorcycle crash has the carpool ln blocked adding to a really tough drive off the 105! @knx1070 #knxtraffic @caltransdist7 pic.twitter.com/ucvjjjmzjc,CaltransDist7,"['WestLA', '405fwy', 'knxtraffic']",1
3364,Desmond Shaw,a crash cleared on the #91fwy east in cerritos but it’s a terrible trip hard on the brakes from lakewood to carmenita...westbound suffers from carmenita thru the 710. artesia is still decent! #knxtraffic #latraffic @knx1070 @caltransdist7 https: knx1070.radio.com/traffic pic.twitter.com/ytjvdi8gcb,CaltransDist7,"['91fwy', 'KNXTraffic', 'LATraffic']",0
3365,Brian Douglas,#commerce nb #710fwy past washington blvd a big rig and a pick up missing a tire block your rt ln with a jammed drive (pictured) from the 105.  use atlantic as your alt. @knx1070 #knxtraffic @caltransdist7 pic.twitter.com/mp8uf9fpme,CaltransDist7,"['Commerce', '710fwy', 'knxtraffic']",0
3366,Desmond Shaw,slow moving monday on the #91fwy east leaving comptonriding the brakes from avalon to the 605. artesia blvd is ok! #knxtraffic #latraffic @knx1070 @caltransdist7 https: knx1070.radio.com/traffic pic.twitter.com/b2nmkwffvz,CaltransDist7,"['91fwy', 'KNXTraffic', 'LATraffic']",0
3367,Caltrans District 7,reminder: sb 710 is reduced to two lanes at i-5 for the weekend. expect delays or take an alternate to your destination.https: twitter.com/caltransdist7/status/1185326578126819328 …,CaltransDist7,[],0
3368,Bommie,road hazard - car bumper on 2nd lane 118 westbound right before entrance to the 5 @chpwestvalley @caltransdist7,CaltransDist7,[],0
3369,Caltrans District 7,"i-5 pavement rehab project in #santaclarita #castaic #la

here are the planned closures tonight (sat. night/sun. morning, oct. 19-20) 

the schedule is weather-permitting & subject to change. for more information on this #caltrans project, see http: bit.ly/2nlzl4h pic.twitter.com/orcu93lorf",CaltransDist7,"['SantaClarita', 'Castaic', 'LA', 'Caltrans']",0
3370,Toasting You,@caltransdist7 big pothole near the i5 north just under the roxford 1 mile sign where the cars and truck lanes split. it’s on cars lane pot hole not fixed for the past 9 months. going towards santa clarita,CaltransDist7,[],0
3371,Caltrans District 7,all lanes open sb sr-14 at crown valley rd.https: twitter.com/caltransdist7/status/1185605491151360000?s=20 …,CaltransDist7,[],0
3372,Toasting You,@caltransdist7 on october 16th at 8am  driving down i 5 south in santa clarita from calgrove and merging to truck lanes caltrans driver was driving very erratically and making vulgar hand signs. truck #7002645. he was tailgating and nearly hit me several times in and out lanes pic.twitter.com/ou5wi6mt0k,CaltransDist7,['7002645'],0
3373,Caltrans District 7,chp and caltrans will be present for traffic control when the turnaround gate is in use. thanks for sharing your concern!,CaltransDist7,[],0
3374,Caltrans District 7,(acton) sb 14 at crown valley rd - 2 right lanes closed until noon. overturned big rig. #trafficalert #bigrigpic.twitter.com/bchqd7o4mt,CaltransDist7,"['TrafficAlert', 'bigrigpic']",1
3375,Sebastian Vendel-Martinez,thats my brother!! ,CaltransDist7,[],0
3376,Robert Garcia,pic.twitter.com/akipz7votu,CaltransDist7,[],0
3377,The Glue,yay. i’ll stop getting yelled at by the parking attendant ,CaltransDist7,[],0
3378,𝔻𝕠 𝕊𝕠𝕞𝕖𝕥𝕙𝕚𝕟𝕘,severin got them to repurpose one of the driveways as a bike/ped entrance,CaltransDist7,[],0
3379,Rabi Abonour,is there new parking or is caltrans doing a ribbon cutting for a walkway through a parking garage?,CaltransDist7,[],0
3380,Grassroots Media ✊🔥❤🙏,stages of being stopped 2 hours california shit show on 58. @caltransdist7 pic.twitter.com/gdhjo0m5wf,CaltransDist7,[],0
3381,Laura_inLA,"community engagement never really engages community when agencies do it... fight me.
@metrolosangeles @caltransdist7 https: twitter.com/les_beat_junky/status/1185237493462925312 …",CaltransDist7,[],0
3382,Grassroots Media ✊🔥❤🙏,@caltransdist7 stopped hour abx half on 58 for accident.  anywayyyyy idea when traffic can move again.,CaltransDist7,[],0
3383,Caltrans District 7,wb i-210 at sr-118 all lanes open.https: twitter.com/caltransdist7/status/1185329846575984640?s=20 …,CaltransDist7,[],0
3384,Caltrans District 7,reminder: sb 710 is reduced to two lanes at i-5 for the weekend. expect delays or take an alternate to your destination.https: twitter.com/caltransdist7/status/1185326578126819328 …,CaltransDist7,[],0
3385,Bommie,road hazard - car bumper on 2nd lane 118 westbound right before entrance to the 5 @chpwestvalley @caltransdist7,CaltransDist7,[],0
3386,Caltrans District 7,"i-5 pavement rehab project in #santaclarita #castaic #la

here are the planned closures tonight (sat. night/sun. morning, oct. 19-20) 

the schedule is weather-permitting & subject to change. for more information on this #caltrans project, see http: bit.ly/2nlzl4h pic.twitter.com/orcu93lorf",CaltransDist7,"['SantaClarita', 'Castaic', 'LA', 'Caltrans']",0
3387,Toasting You,@caltransdist7 big pothole near the i5 north just under the roxford 1 mile sign where the cars and truck lanes split. it’s on cars lane pot hole not fixed for the past 9 months. going towards santa clarita,CaltransDist7,[],0
3388,Caltrans District 7,all lanes open sb sr-14 at crown valley rd.https: twitter.com/caltransdist7/status/1185605491151360000?s=20 …,CaltransDist7,[],0
3389,Toasting You,@caltransdist7 on october 16th at 8am  driving down i 5 south in santa clarita from calgrove and merging to truck lanes caltrans driver was driving very erratically and making vulgar hand signs. truck #7002645. he was tailgating and nearly hit me several times in and out lanes pic.twitter.com/ou5wi6mt0k,CaltransDist7,['7002645'],0
3390,Caltrans District 7,chp and caltrans will be present for traffic control when the turnaround gate is in use. thanks for sharing your concern!,CaltransDist7,[],0
3391,Caltrans District 7,(acton) sb 14 at crown valley rd - 2 right lanes closed until noon. overturned big rig. #trafficalert #bigrigpic.twitter.com/bchqd7o4mt,CaltransDist7,"['TrafficAlert', 'bigrigpic']",1
3392,Sebastian Vendel-Martinez,thats my brother!! ,CaltransDist7,[],0
3393,Robert Garcia,pic.twitter.com/akipz7votu,CaltransDist7,[],0
3394,The Glue,yay. i’ll stop getting yelled at by the parking attendant ,CaltransDist7,[],0
3395,𝔻𝕠 𝕊𝕠𝕞𝕖𝕥𝕙𝕚𝕟𝕘,severin got them to repurpose one of the driveways as a bike/ped entrance,CaltransDist7,[],0
3396,Rabi Abonour,is there new parking or is caltrans doing a ribbon cutting for a walkway through a parking garage?,CaltransDist7,[],0
3397,Grassroots Media ✊🔥❤🙏,stages of being stopped 2 hours california shit show on 58. @caltransdist7 pic.twitter.com/gdhjo0m5wf,CaltransDist7,[],0
3398,Laura_inLA,"community engagement never really engages community when agencies do it... fight me.
@metrolosangeles @caltransdist7 https: twitter.com/les_beat_junky/status/1185237493462925312 …",CaltransDist7,[],0
3399,Grassroots Media ✊🔥❤🙏,@caltransdist7 stopped hour abx half on 58 for accident.  anywayyyyy idea when traffic can move again.,CaltransDist7,[],0
3400,Caltrans District 7,wb i-210 at sr-118 all lanes open.https: twitter.com/caltransdist7/status/1185329846575984640?s=20 …,CaltransDist7,[],0
3401,Caltrans District 7,"i-5 pavement rehab project in #santaclarita #castaic #la

here are the planned closures tonight (wed. night/thur. morning, oct. 23-24) 

the schedule is weather-permitting & subject to change. for more information on this #caltrans project, see http: bit.ly/2nlzl4h pic.twitter.com/ulsomahdzi",CaltransDist7,"['SantaClarita', 'Castaic', 'LA', 'Caltrans']",0
3402,Caltrans District 7,all lanes on nb i-605 are open after #caltrans cleaned up a spill that resulted from a multivehicle incident near valley blvd in industry. see current traffic and highway conditions at http: quickmap.dot.ca.gov pic.twitter.com/wniwbezage,CaltransDist7,['Caltrans'],0
3403,Caltrans District 7,update: all lanes are open on nb 605.https: twitter.com/caltransdist7/status/1187078187605352448 …,CaltransDist7,[],0
3404,Caltrans District 7,"nb 605 just south of valley blvd in industry - lanes # 2,3 & 4 are blocked due to multivehicle incident & fuel spill. estimated opening 1 pm, subject to change. use other routes to avoid long delay. http: quickmap.dot.ca.gov  #la trafficpic.twitter.com/xjxx2jez38",CaltransDist7,['LA'],1
3405,Caltrans District 7,"if you are driving north on us highway 101 to santa barbara county today, please be advised:https: twitter.com/caltransd5/status/1186684952810647552 …",CaltransDist7,[],0
3406,Desmond Shaw,"recovering thru compton on the #91fwy east now that a wreck is clear. it was at wilmington where lanes were blocked, still rough off the 110. westbound slow and go from valley view to the 710 #knxtraffic #latraffic @knx1070 @caltransdist7 https: app.radio.com/social-download-knx-1070-newsradio …pic.twitter.com/lzcrp2g6pd",CaltransDist7,"['91fwy', 'KNXTraffic', 'LATraffic']",0
3407,Caltrans District 7,"i-10 hov @caltransdist7 construction update in @westcovinacity  for wed., oct. 23. allow extra time to reach your destination. work is weather dependent and subject to change. check http: quickmap.dot.ca.gov  for latest road conditions. drive safe. #beworkzonealert @cityofsandimaspic.twitter.com/wfbgsv7fak",CaltransDist7,['BeWorkZoneAlert'],0
3408,Nick Gold,@caltransdist7 whats going on? pic.twitter.com/tnvxph84e0,CaltransDist7,[],0
3409,Nikki,"im at i-5 / i-605 interchange - @caltransdist7 in santa fe springs, ca https: www.swarmapp.com/c/4o1hdi6pndq ",CaltransDist7,[],0
3410,Desmond Shaw,"the #101fwy was already getting bad towards hollywood and now there’s a crash southbound at barham the middle lane blocked, crawling on the 170 from oxnard and heavy on the 101 east out of tarzana #knxtraffic #latraffic @knx1070 @caltransdist7 https: knx1070.radio.com/traffic pic.twitter.com/cputfbvt1z",CaltransDist7,"['101fwy', 'KNXTraffic', 'LATraffic']",0
3411,Caltrans District 7,nb & sb i-5 scheduled to be closed from artesia bl to carmenita rd from 11pm wed 10/23 until 5am thursday 10/24. demolition of 2nd half of old valley view av bridge. for more details go to http: tinyurl.com/yxfgt6nc  http: my5la.com pic.twitter.com/zvuap5e8wy,CaltransDist7,[],1
3412,msoto156,so when is highway 39 going to be open from azusa to ca-2?,CaltransDist7,[],0
3413,Caltrans District 7,"i-5 pavement rehab project in #santaclarita #castaic #la

here are the planned closures tonight (tue. night/wed. morning, oct. 22-23) 

the schedule is weather-permitting & subject to change. for more information on this #caltrans project, see http: bit.ly/2nlzl4h pic.twitter.com/ichnxohbbt",CaltransDist7,"['SantaClarita', 'Castaic', 'LA', 'Caltrans']",0
3414,Brian Douglas,#glendale eb #134fwy at pacific multi-car crash has the left ln blocked adding to the slowing from buena vista. @knx1070 #knxtraffic @caltransdist7 @fondoknxtrafficpic.twitter.com/ytafcv7d4x,CaltransDist7,"['Glendale', '134fwy', 'knxtraffic']",0
3415,Caltrans District 7,"today we remember and honor district 7 maintenance workers glen fenwick and raul arismendez, killed october 22, 1979 by a distracted driver #beworkzonealertpic.twitter.com/ucrvrsw2vh",CaltransDist7,['BeWorkZoneAlertpic'],0
3416,Caltrans District 7,"i-5 pavement rehab project in #santaclarita #castaic #la

here are the planned closures tonight (wed. night/thur. morning, oct. 23-24) 

the schedule is weather-permitting & subject to change. for more information on this #caltrans project, see http: bit.ly/2nlzl4h pic.twitter.com/ulsomahdzi",CaltransDist7,"['SantaClarita', 'Castaic', 'LA', 'Caltrans']",0
3417,Caltrans District 7,all lanes on nb i-605 are open after #caltrans cleaned up a spill that resulted from a multivehicle incident near valley blvd in industry. see current traffic and highway conditions at http: quickmap.dot.ca.gov pic.twitter.com/wniwbezage,CaltransDist7,['Caltrans'],0
3418,Caltrans District 7,update: all lanes are open on nb 605.https: twitter.com/caltransdist7/status/1187078187605352448 …,CaltransDist7,[],0
3419,Caltrans District 7,"nb 605 just south of valley blvd in industry - lanes # 2,3 & 4 are blocked due to multivehicle incident & fuel spill. estimated opening 1 pm, subject to change. use other routes to avoid long delay. http: quickmap.dot.ca.gov  #la trafficpic.twitter.com/xjxx2jez38",CaltransDist7,['LA'],1
3420,Caltrans District 7,"if you are driving north on us highway 101 to santa barbara county today, please be advised:https: twitter.com/caltransd5/status/1186684952810647552 …",CaltransDist7,[],0
3421,Desmond Shaw,"recovering thru compton on the #91fwy east now that a wreck is clear. it was at wilmington where lanes were blocked, still rough off the 110. westbound slow and go from valley view to the 710 #knxtraffic #latraffic @knx1070 @caltransdist7 https: app.radio.com/social-download-knx-1070-newsradio …pic.twitter.com/lzcrp2g6pd",CaltransDist7,"['91fwy', 'KNXTraffic', 'LATraffic']",0
3422,Caltrans District 7,"i-10 hov @caltransdist7 construction update in @westcovinacity  for wed., oct. 23. allow extra time to reach your destination. work is weather dependent and subject to change. check http: quickmap.dot.ca.gov  for latest road conditions. drive safe. #beworkzonealert @cityofsandimaspic.twitter.com/wfbgsv7fak",CaltransDist7,['BeWorkZoneAlert'],0
3423,Nick Gold,@caltransdist7 whats going on? pic.twitter.com/tnvxph84e0,CaltransDist7,[],0
3424,Nikki,"im at i-5 / i-605 interchange - @caltransdist7 in santa fe springs, ca https: www.swarmapp.com/c/4o1hdi6pndq ",CaltransDist7,[],0
3425,Desmond Shaw,"the #101fwy was already getting bad towards hollywood and now there’s a crash southbound at barham the middle lane blocked, crawling on the 170 from oxnard and heavy on the 101 east out of tarzana #knxtraffic #latraffic @knx1070 @caltransdist7 https: knx1070.radio.com/traffic pic.twitter.com/cputfbvt1z",CaltransDist7,"['101fwy', 'KNXTraffic', 'LATraffic']",0
3426,Caltrans District 7,nb & sb i-5 scheduled to be closed from artesia bl to carmenita rd from 11pm wed 10/23 until 5am thursday 10/24. demolition of 2nd half of old valley view av bridge. for more details go to http: tinyurl.com/yxfgt6nc  http: my5la.com pic.twitter.com/zvuap5e8wy,CaltransDist7,[],1
3427,msoto156,so when is highway 39 going to be open from azusa to ca-2?,CaltransDist7,[],0
3428,Caltrans District 7,"i-5 pavement rehab project in #santaclarita #castaic #la

here are the planned closures tonight (tue. night/wed. morning, oct. 22-23) 

the schedule is weather-permitting & subject to change. for more information on this #caltrans project, see http: bit.ly/2nlzl4h pic.twitter.com/ichnxohbbt",CaltransDist7,"['SantaClarita', 'Castaic', 'LA', 'Caltrans']",0
3429,Brian Douglas,#glendale eb #134fwy at pacific multi-car crash has the left ln blocked adding to the slowing from buena vista. @knx1070 #knxtraffic @caltransdist7 @fondoknxtrafficpic.twitter.com/ytafcv7d4x,CaltransDist7,"['Glendale', '134fwy', 'knxtraffic']",0
3430,Caltrans District 7,"today we remember and honor district 7 maintenance workers glen fenwick and raul arismendez, killed october 22, 1979 by a distracted driver #beworkzonealertpic.twitter.com/ucrvrsw2vh",CaltransDist7,['BeWorkZoneAlertpic'],0
3431,Caltrans District 7,traffic advisory: right lane of eb i-210 from i-605 to irwindale ave in #irwindale closed due to guardrail repair. duration until 2:30 pm. #beworkzonealert @chpsouthern @countyofla,CaltransDist7,"['Irwindale', 'BeWorkZoneAlert']",1
3432,Caltrans District 7,traffic advisory: right lane of sb i-5 from griffith park dr to glendale blvd in @lacity closed due to landscape work. duration until 2:30 pm. #beworkzonealertpic.twitter.com/dpjdfdy4dj,CaltransDist7,['BeWorkZoneAlertpic'],1
